date,presence,source,notes
20190701,yes,study,from MAPPPD: 10.1002/rse2.176
19891218,unclear,TM,
19731104,unclear,MSS,
20021221,unclear,ETM,
20011125,unclear,ETM,
20021128,unclear,ETM,
