date,presence,source,notes
20091118,yes,study,https://doi.org/10.1371/journal.pone.0033751
19741202,no,KH,DZB1209-500127L003001
19961103,yes,TM,
19961112,yes,TM,
19861221,yes,TM,
19891221,yes,TM,
19811213,unclear,MSS,
19721207,unclear,MSS,
20011125,yes,ETM,
19991231,yes,ETM,
