date,presence,source,notes
19860701,yes,study,"Hempel, G., and B. Stonehouse. 1987. Aerial counts of penguins, seals and whales in the eastern Weddell Sea. Berichte zur Polarforschung 39, 227–220"
19841226,yes,TM,
19871011,yes,TM,
19891216,yes,TM,
19891218,yes,TM,
19841226,yes,MSS,
19841126,unclear,MSS,
19871011,yes,MSS,
20021220,yes,ETM,
20011228,yes,ETM,
