date,presence,source,notes
20120701,yes,study,from MAPPPD: 10.1371/journal.pone.0085285
19841124,unclear,TM,
19891114,unclear,TM,
19841124,unclear,MSS,
20021218,unclear,ETM,
20021116,unclear,ETM,
20011231,unclear,ETM,
20021227,unclear,ETM,
20011122,unclear,ETM,
