date,presence,source,notes
19640701,yes,study,"from MAPPPD: Wilson, G. Distribution and abundance of Antarctic and sub-Antarctic penguins: A synthesis of current knowledge 1983"
19721128,no,MSS,
20021204,yes,ETM,
20021118,yes,ETM,
20011210,yes,ETM,
20011117,yes,ETM,
19991230,yes,ETM,
