date,presence,source,notes
19850701,yes,study,"Dubbels, R., M. Grafe, D. Limberger, and J. Plotz. 1985. Studies on seals and seabirds. Berichte zur Polarforschung 25, 133–137"
19841226,yes,TM,
19961102,unclear,TM,
19891114,yes,TM,
19850111,yes,MSS,
19730127,unclear,MSS,
20001228,yes,ETM,
19991226,unclear,ETM,
