date,presence,source,notes
20090701,yes,study,from MAPPPD: 10.1371/journal.pone.0033751
20000126,unclear,ETM,
20011119,unclear,ETM,
20021113,unclear,ETM,
19731030,unclear,MSS,
19731013,unclear,MSS,
