date,presence,source,notes
19921225,yes,TM,
19891226,unclear,TM,
19891108,yes,TM,
19730118,unclear,MSS,
19721212,unclear,MSS,
19730204,no,MSS,
19561130,yes,study,10.1017/S0032247408007985
