date,presence,source,notes
19620701,yes,study,"from MAPPPD: Wilson, G. Distribution and abundance of Antarctic and sub-Antarctic penguins: A synthesis of current knowledge, SCAR, 1983 "
19891227,unclear,TM,
20021215,unclear,ETM,
20021129,unclear,ETM,
20011212,unclear,ETM,
20011221,unclear,ETM,
19120701,yes,study,"Mawson, D. 1915. The home of the blizzard. Wilhelm Heinemann, London"
