date,presence,source,notes
19891204,unclear,TM,
20021229,unclear,ETM,
20011126,unclear,ETM,
20021122,unclear,ETM,
20011119,unclear,ETM,
19590701,yes,study,"Ledenev, V. G. 1965. New emperor penguin colony. Soviet Antarctic Exped. Inform. Bull. (English) 3, 107–109"
