date,presence,source,notes
19891204,yes,TM,
19871025,unclear,MSS,
19991225,unclear,ETM,
20021226,yes,ETM,
20021203,yes,ETM,
20011218,unclear,ETM,
20001231,unclear,ETM,
19570701,yes,study,10.1111/j.1467-8306.1959.tb01603.x 
