date,presence,source,notes
19891205,unclear,TM,
19731115,unclear,MSS,
19580701,yes,study,"Korotkevich, G. V. 1964. The distribution of emperor penguins. Soviet Antarctic Exped. Inform. Bull. 4, 371–375"
