date,presence,source,notes
20190701,yes,study,from MAPPPD: 10.1002/rse2.176
19780325,no,KH,
19891223,no,TM,
19721222,unclear,MSS,
19991217,unclear,ETM,
20021202,yes,ETM,
20021116,yes,ETM,
20011224,unclear,ETM,
20011115,unclear,ETM,
