date,presence,source,notes
19721210,unclear,MSS,
20021216,yes,ETM,
20021123,unclear,ETM,
20011229,yes,ETM,
20011120,yes,ETM,
19570701,yes,study,"Willing, R. L. 1958. Australian discoveries of emperor penguin rookeries in Antarctica during 1954–57. Nature 182, 1393– 1394"
