date,presence,source,notes
19880118,no,TM,
20090911,unclear,ETM,
20011121,unclear,ETM,
20021117,unclear,ETM,
19961217,yes,study,"Kato, Akiko. (1999). Breeding status of Adélie and emperor penguins in the Mt. Riiser-Larsen area, Amundsen Bay. Polar Bioscience. 12. 36-39. "
