date,presence,source,notes
20091112,yes,study,10.1111/j.1466-8238.2009.00467.x
19961114,yes,TM,
19961102,yes,TM,
19871005,yes,MSS,
19871114,unclear,MSS,
19721218,yes,MSS,
20021227,yes,ETM,
20021204,yes,ETM,
20011226,yes,ETM,
