date,presence,source,notes
19790701,yes,study,from MAPPPD: 10.1007/s00300-020-02691-6
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
19891129,yes,TM,
20021219,yes,ETM,
20011209,yes,ETM,
19991229,yes,ETM,
19500701,yes,study,"Cendron, J. 1952. Une visite hivernale a une rookerie de manchots empereurs. Rev. Ecol. 40, 101–108."
