date,presence,source,notes
19891113,unclear,TM,
19731104,unclear,TM,
20021219,yes,ETM,
20021205,yes,ETM,
20011218,unclear,ETM,
19600701,yes,study,"Korotkevich, G. V. 1964. The distribution of emperor penguins. Soviet Antarctic Exped. Inform. Bull. 4, 371–375"
