date,presence,source,notes
19790701,yes,study,"Condy, P. R. 1979. Observations on penguins in the King Haakon VII sea, Antarctica. S. African J. Antarc. Res. 9, 29–3"
19871008,yes,TM,
19841211,yes,TM,
19891122,yes,TM,
19751224,unclear,MSS,
20021205,yes,ETM,
20011202,unclear,ETM,
