date,presence,source,notes
20091111,yes,study,from MAPPPD: 10.1371/journal.pone.0033751
19891214,yes,TM,
19860128,unclear,MSS,
19850226,unclear,MSS,
19760208,unclear ,MSS,
19731113,unclear,MSS,
19731111,unclear,MSS,
20011206,no,ETM,
20021116,yes,ETM,
20011129,no,ETM,
20011122,no,ETM,
19821082,no,KH,D3C1217-401881F001
