date,presence,source,notes
19680701,yes,study,from MAPPPD: https://doi.org/10.2307/416112
19841202,unclear,TM,
19891129,unclear,TM,
19891113,unclear,TM,
19881209,unclear,TM,
19751109,unclear,MSS,
19721221,unclear,MSS,
20021117,unclear,ETM,
20011130,unclear,ETM,
19991213,unclear,ETM,
19020701,yes,study,"Wilson, E. A. 1907. Aves. Zoology, Vol. 2. British National Antarctic Expeditions. British Museum of Natural History, London"
