date,presence,source,notes
19640701,yes,study,"Stonehouse, B. 1969. Emperor penguin colony at Franklin Island, Ross Sea, Antarctica. Ibis 111, 627–628"
19741207,unclear,KH,
19841225,yes,TM,
19891231,no,TM,
19891129,yes,TM,
19881212,yes,TM,
19841225,yes,MSS,
19991216,no,ETM,
20021117,yes,ETM,
20021212,yes,ETM,
20011209,yes,ETM,
