date,presence,source,notes
19741208,no,KH,
19780318,no,KH,
19961112,unclear,TM,
19841206,unclear,TM,
19891212,unclear,TM,
19891126,unclear,TM,
19881225,unclear,TM,
19841206,unclear,MSS,
19781214,unclear,MSS,
20011227,unclear,ETM,
20011220,unclear,ETM,
19470701,yes,study,"Stonehouse, B. 1953. The emperor penguin Aptenodytes forsteri Gray. I. Breeding behaviour and development. Scientific Reports Falkland Islands Dependencies Survey, 6, Pp. 1–33"
